ID	C/NC	CODING_POTENTIAL_SCORE	EVIDENCE	UTR-DB_HITs	RNA-DB_HITs
TCONS_00075596 	noncoding 	-1.38648 	detail 	search 	search
TCONS_00261446 	noncoding 	-1.38596 	detail 	search 	search
TCONS_00261418 	noncoding 	-1.38592 	detail 	search 	search
TCONS_00183880 	noncoding 	-1.38586 	detail 	search 	search
TCONS_00027915 	noncoding 	-1.38569 	detail 	search 	search
TCONS_00261466 	noncoding 	-1.38568 	detail 	search 	search
TCONS_00027531 	noncoding 	-1.38539 	detail 	search 	search
TCONS_00191153 	noncoding 	-1.38477 	detail 	search 	search
TCONS_00194922 	noncoding 	-1.38413 	detail 	search 	search
TCONS_00220693 	noncoding 	-1.38367 	detail 	search 	search
TCONS_00039030 	noncoding 	-1.38345 	detail 	search 	search
TCONS_00075479 	noncoding 	-1.38297 	detail 	search 	search
TCONS_00233072 	noncoding 	-1.38255 	detail 	search 	search
TCONS_00247280 	noncoding 	-1.38182 	detail 	search 	search
TCONS_00288417 	noncoding 	-1.38154 	detail 	search 	search
TCONS_00027627 	noncoding 	-1.38127 	detail 	search 	search
TCONS_00288416 	noncoding 	-1.38127 	detail 	search 	search
TCONS_00027900 	noncoding 	-1.38121 	detail 	search 	search
TCONS_00261454 	noncoding 	-1.38092 	detail 	search 	search
TCONS_00161183 	noncoding 	-1.38082 	detail 	search 	search
TCONS_00194912 	noncoding 	-1.38043 	detail 	search 	search
TCONS_00299387 	noncoding 	-1.38029 	detail 	search 	search
TCONS_00117794 	noncoding 	-1.37964 	detail 	search 	search
TCONS_00201826 	noncoding 	-1.37952 	detail 	search 	search
TCONS_00184259 	noncoding 	-1.37904 	detail 	search 	search
TCONS_00276590 	noncoding 	-1.3788 	detail 	search 	search
TCONS_00299308 	noncoding 	-1.37786 	detail 	search 	search
TCONS_00039053 	noncoding 	-1.37594 	detail 	search 	search
TCONS_00117857 	noncoding 	-1.37433 	detail 	search 	search
TCONS_00183849 	noncoding 	-1.37422 	detail 	search 	search
TCONS_00299420 	noncoding 	-1.37364 	detail 	search 	search
TCONS_00233001 	noncoding 	-1.37325 	detail 	search 	search
TCONS_00247652 	noncoding 	-1.37282 	detail 	search 	search
TCONS_00233243 	noncoding 	-1.3718 	detail 	search 	search
TCONS_00184196 	noncoding 	-1.37161 	detail 	search 	search
TCONS_00092396 	noncoding 	-1.37147 	detail 	search 	search
TCONS_00027755 	noncoding 	-1.37124 	detail 	search 	search
TCONS_00103590 	noncoding 	-1.37103 	detail 	search 	search
TCONS_00075486 	noncoding 	-1.37101 	detail 	search 	search
TCONS_00027650 	noncoding 	-1.37098 	detail 	search 	search
TCONS_00027587 	noncoding 	-1.37057 	detail 	search 	search
TCONS_00080874 	noncoding 	-1.37052 	detail 	search 	search
TCONS_00220780 	noncoding 	-1.37005 	detail 	search 	search
TCONS_00247291 	noncoding 	-1.37004 	detail 	search 	search
TCONS_00142184 	noncoding 	-1.36979 	detail 	search 	search
TCONS_00184174 	noncoding 	-1.36917 	detail 	search 	search
TCONS_00027656 	noncoding 	-1.36904 	detail 	search 	search
TCONS_00247649 	noncoding 	-1.36873 	detail 	search 	search
TCONS_00183863 	noncoding 	-1.36856 	detail 	search 	search
TCONS_00183752 	noncoding 	-1.36804 	detail 	search 	search
TCONS_00258426 	noncoding 	-1.36781 	detail 	search 	search
TCONS_00309088 	noncoding 	-1.36776 	detail 	search 	search
TCONS_00220832 	noncoding 	-1.36713 	detail 	search 	search
TCONS_00027675 	noncoding 	-1.36712 	detail 	search 	search
TCONS_00261739 	noncoding 	-1.36704 	detail 	search 	search
TCONS_00075500 	noncoding 	-1.36642 	detail 	search 	search
TCONS_00220556 	noncoding 	-1.36617 	detail 	search 	search
TCONS_00027682 	noncoding 	-1.36508 	detail 	search 	search
TCONS_00183884 	noncoding 	-1.36469 	detail 	search 	search
TCONS_00194907 	noncoding 	-1.36455 	detail 	search 	search
TCONS_00309204 	noncoding 	-1.36432 	detail 	search 	search
TCONS_00183719 	noncoding 	-1.36431 	detail 	search 	search
TCONS_00276625 	noncoding 	-1.36421 	detail 	search 	search
TCONS_00075372 	noncoding 	-1.36398 	detail 	search 	search
TCONS_00261525 	noncoding 	-1.36389 	detail 	search 	search
TCONS_00039039 	noncoding 	-1.36356 	detail 	search 	search
TCONS_00142102 	noncoding 	-1.36348 	detail 	search 	search
TCONS_00247329 	noncoding 	-1.36342 	detail 	search 	search
TCONS_00261605 	noncoding 	-1.36333 	detail 	search 	search
TCONS_00220508 	noncoding 	-1.3631 	detail 	search 	search
TCONS_00247418 	noncoding 	-1.36296 	detail 	search 	search
TCONS_00080756 	noncoding 	-1.36284 	detail 	search 	search
TCONS_00184054 	noncoding 	-1.36252 	detail 	search 	search
TCONS_00288450 	noncoding 	-1.36219 	detail 	search 	search
TCONS_00233097 	noncoding 	-1.36149 	detail 	search 	search
TCONS_00276691 	noncoding 	-1.36108 	detail 	search 	search
TCONS_00136360 	noncoding 	-1.36056 	detail 	search 	search
TCONS_00075445 	noncoding 	-1.36037 	detail 	search 	search
TCONS_00136373 	noncoding 	-1.36034 	detail 	search 	search
TCONS_00299571 	noncoding 	-1.35991 	detail 	search 	search
TCONS_00220586 	noncoding 	-1.35942 	detail 	search 	search
TCONS_00232957 	noncoding 	-1.35933 	detail 	search 	search
TCONS_00276623 	noncoding 	-1.35928 	detail 	search 	search
TCONS_00075416 	noncoding 	-1.35927 	detail 	search 	search
TCONS_00220751 	noncoding 	-1.35926 	detail 	search 	search
TCONS_00184274 	noncoding 	-1.35882 	detail 	search 	search
TCONS_00027916 	noncoding 	-1.35872 	detail 	search 	search
TCONS_00183888 	noncoding 	-1.35819 	detail 	search 	search
TCONS_00233067 	noncoding 	-1.35814 	detail 	search 	search
TCONS_00288468 	noncoding 	-1.35802 	detail 	search 	search
TCONS_00184156 	noncoding 	-1.35801 	detail 	search 	search
TCONS_00057495 	noncoding 	-1.35793 	detail 	search 	search
TCONS_00247448 	noncoding 	-1.35694 	detail 	search 	search
TCONS_00247376 	noncoding 	-1.35657 	detail 	search 	search
TCONS_00103665 	noncoding 	-1.35509 	detail 	search 	search
TCONS_00027802 	noncoding 	-1.35501 	detail 	search 	search
TCONS_00027592 	noncoding 	-1.3548 	detail 	search 	search
TCONS_00184320 	noncoding 	-1.35431 	detail 	search 	search
TCONS_00075408 	noncoding 	-1.35414 	detail 	search 	search
TCONS_00288479 	noncoding 	-1.3541 	detail 	search 	search
TCONS_00309064 	noncoding 	-1.35395 	detail 	search 	search
TCONS_00299566 	noncoding 	-1.3528 	detail 	search 	search
TCONS_00261050 	noncoding 	-1.35271 	detail 	search 	search
TCONS_00247455 	noncoding 	-1.3524 	detail 	search 	search
TCONS_00220773 	noncoding 	-1.35212 	detail 	search 	search
TCONS_00247406 	noncoding 	-1.35164 	detail 	search 	search
TCONS_00261173 	noncoding 	-1.35157 	detail 	search 	search
TCONS_00220749 	noncoding 	-1.35139 	detail 	search 	search
TCONS_00288389 	noncoding 	-1.35103 	detail 	search 	search
TCONS_00261026 	noncoding 	-1.35091 	detail 	search 	search
TCONS_00233044 	noncoding 	-1.35081 	detail 	search 	search
TCONS_00057472 	noncoding 	-1.3507 	detail 	search 	search
TCONS_00027885 	noncoding 	-1.35032 	detail 	search 	search
TCONS_00251907 	noncoding 	-1.3503 	detail 	search 	search
TCONS_00184143 	noncoding 	-1.3502 	detail 	search 	search
TCONS_00261399 	noncoding 	-1.34998 	detail 	search 	search
TCONS_00308983 	noncoding 	-1.34979 	detail 	search 	search
TCONS_00276608 	noncoding 	-1.34962 	detail 	search 	search
TCONS_00233005 	noncoding 	-1.34933 	detail 	search 	search
TCONS_00276542 	noncoding 	-1.34905 	detail 	search 	search
TCONS_00027904 	noncoding 	-1.34894 	detail 	search 	search
TCONS_00028063 	noncoding 	-1.34879 	detail 	search 	search
TCONS_00142170 	noncoding 	-1.34871 	detail 	search 	search
TCONS_00299398 	noncoding 	-1.34869 	detail 	search 	search
TCONS_00276678 	noncoding 	-1.34824 	detail 	search 	search
TCONS_00136383 	noncoding 	-1.34812 	detail 	search 	search
TCONS_00075375 	noncoding 	-1.34807 	detail 	search 	search
TCONS_00261396 	noncoding 	-1.34801 	detail 	search 	search
TCONS_00080892 	noncoding 	-1.34776 	detail 	search 	search
TCONS_00247592 	noncoding 	-1.34768 	detail 	search 	search
TCONS_00028089 	noncoding 	-1.34764 	detail 	search 	search
TCONS_00220752 	noncoding 	-1.34741 	detail 	search 	search
TCONS_00309178 	noncoding 	-1.34687 	detail 	search 	search
TCONS_00247365 	noncoding 	-1.34673 	detail 	search 	search
TCONS_00183763 	noncoding 	-1.34671 	detail 	search 	search
TCONS_00184354 	noncoding 	-1.34635 	detail 	search 	search
TCONS_00039334 	noncoding 	-1.34629 	detail 	search 	search
TCONS_00184114 	noncoding 	-1.34617 	detail 	search 	search
TCONS_00276439 	noncoding 	-1.34585 	detail 	search 	search
TCONS_00082823 	noncoding 	-1.34583 	detail 	search 	search
TCONS_00233189 	noncoding 	-1.34512 	detail 	search 	search
TCONS_00092361 	noncoding 	-1.34428 	detail 	search 	search
TCONS_00261258 	noncoding 	-1.34424 	detail 	search 	search
TCONS_00233068 	noncoding 	-1.34416 	detail 	search 	search
TCONS_00183978 	noncoding 	-1.34413 	detail 	search 	search
TCONS_00184186 	noncoding 	-1.34351 	detail 	search 	search
TCONS_00183853 	noncoding 	-1.34345 	detail 	search 	search
TCONS_00261342 	noncoding 	-1.34342 	detail 	search 	search
TCONS_00261480 	noncoding 	-1.34328 	detail 	search 	search
TCONS_00288552 	noncoding 	-1.34274 	detail 	search 	search
TCONS_00080780 	noncoding 	-1.34263 	detail 	search 	search
TCONS_00299399 	noncoding 	-1.34232 	detail 	search 	search
TCONS_00276537 	noncoding 	-1.34155 	detail 	search 	search
TCONS_00184167 	noncoding 	-1.34151 	detail 	search 	search
TCONS_00038978 	noncoding 	-1.34121 	detail 	search 	search
TCONS_00184324 	noncoding 	-1.34086 	detail 	search 	search
TCONS_00183903 	noncoding 	-1.34074 	detail 	search 	search
TCONS_00076653 	noncoding 	-1.34051 	detail 	search 	search
TCONS_00261063 	noncoding 	-1.34037 	detail 	search 	search
TCONS_00276430 	noncoding 	-1.34011 	detail 	search 	search
TCONS_00276600 	noncoding 	-1.33973 	detail 	search 	search
TCONS_00220808 	noncoding 	-1.33957 	detail 	search 	search
TCONS_00299511 	noncoding 	-1.33949 	detail 	search 	search
TCONS_00247482 	noncoding 	-1.33919 	detail 	search 	search
TCONS_00261150 	noncoding 	-1.33911 	detail 	search 	search
TCONS_00057528 	noncoding 	-1.33909 	detail 	search 	search
TCONS_00184166 	noncoding 	-1.33895 	detail 	search 	search
TCONS_00080863 	noncoding 	-1.33863 	detail 	search 	search
TCONS_00299339 	noncoding 	-1.33854 	detail 	search 	search
TCONS_00103612 	noncoding 	-1.33832 	detail 	search 	search
TCONS_00261510 	noncoding 	-1.3383 	detail 	search 	search
TCONS_00288472 	noncoding 	-1.33827 	detail 	search 	search
TCONS_00194911 	noncoding 	-1.33795 	detail 	search 	search
TCONS_00261282 	noncoding 	-1.33791 	detail 	search 	search
TCONS_00184154 	noncoding 	-1.3376 	detail 	search 	search
TCONS_00161213 	noncoding 	-1.33707 	detail 	search 	search
TCONS_00184278 	noncoding 	-1.33683 	detail 	search 	search
TCONS_00039191 	noncoding 	-1.33673 	detail 	search 	search
TCONS_00309112 	noncoding 	-1.33649 	detail 	search 	search
TCONS_00170131 	noncoding 	-1.33642 	detail 	search 	search
TCONS_00027919 	noncoding 	-1.33635 	detail 	search 	search
TCONS_00183702 	noncoding 	-1.33633 	detail 	search 	search
TCONS_00247481 	noncoding 	-1.33623 	detail 	search 	search
TCONS_00220530 	noncoding 	-1.33617 	detail 	search 	search
TCONS_00276436 	noncoding 	-1.3361 	detail 	search 	search
TCONS_00191225 	noncoding 	-1.33598 	detail 	search 	search
TCONS_00261228 	noncoding 	-1.33594 	detail 	search 	search
TCONS_00191220 	noncoding 	-1.33584 	detail 	search 	search
TCONS_00092373 	noncoding 	-1.33582 	detail 	search 	search
TCONS_00261048 	noncoding 	-1.33527 	detail 	search 	search
TCONS_00184289 	noncoding 	-1.33522 	detail 	search 	search
TCONS_00220598 	noncoding 	-1.33521 	detail 	search 	search
TCONS_00310287 	noncoding 	-1.33492 	detail 	search 	search
TCONS_00247528 	noncoding 	-1.33461 	detail 	search 	search
TCONS_00027895 	noncoding 	-1.33418 	detail 	search 	search
TCONS_00233196 	noncoding 	-1.33402 	detail 	search 	search
TCONS_00309054 	noncoding 	-1.3339 	detail 	search 	search
TCONS_00136386 	noncoding 	-1.33372 	detail 	search 	search
TCONS_00027657 	noncoding 	-1.33359 	detail 	search 	search
TCONS_00288575 	noncoding 	-1.33357 	detail 	search 	search
TCONS_00184159 	noncoding 	-1.33353 	detail 	search 	search
TCONS_00039210 	noncoding 	-1.3333 	detail 	search 	search
TCONS_00247388 	noncoding 	-1.33321 	detail 	search 	search
TCONS_00309128 	noncoding 	-1.33287 	detail 	search 	search
TCONS_00261740 	noncoding 	-1.33223 	detail 	search 	search
TCONS_00039104 	noncoding 	-1.33209 	detail 	search 	search
TCONS_00247313 	noncoding 	-1.33195 	detail 	search 	search
TCONS_00288445 	noncoding 	-1.33185 	detail 	search 	search
TCONS_00039203 	noncoding 	-1.33184 	detail 	search 	search
TCONS_00261271 	noncoding 	-1.33172 	detail 	search 	search
TCONS_00136453 	noncoding 	-1.33155 	detail 	search 	search
TCONS_00233095 	noncoding 	-1.33152 	detail 	search 	search
TCONS_00184214 	noncoding 	-1.33151 	detail 	search 	search
TCONS_00220632 	noncoding 	-1.33135 	detail 	search 	search
TCONS_00288317 	noncoding 	-1.33114 	detail 	search 	search
TCONS_00276557 	noncoding 	-1.33099 	detail 	search 	search
TCONS_00309035 	noncoding 	-1.33041 	detail 	search 	search
TCONS_00261486 	noncoding 	-1.33025 	detail 	search 	search
TCONS_00279735 	noncoding 	-1.33025 	detail 	search 	search
TCONS_00261383 	noncoding 	-1.33003 	detail 	search 	search
TCONS_00184326 	noncoding 	-1.33002 	detail 	search 	search
TCONS_00288487 	noncoding 	-1.33 	detail 	search 	search
TCONS_00276602 	noncoding 	-1.3299 	detail 	search 	search
TCONS_00261363 	noncoding 	-1.32983 	detail 	search 	search
TCONS_00092432 	noncoding 	-1.32903 	detail 	search 	search
TCONS_00161252 	noncoding 	-1.32903 	detail 	search 	search
TCONS_00299425 	noncoding 	-1.32901 	detail 	search 	search
TCONS_00027772 	noncoding 	-1.32884 	detail 	search 	search
TCONS_00220666 	noncoding 	-1.32876 	detail 	search 	search
TCONS_00261349 	noncoding 	-1.3283 	detail 	search 	search
TCONS_00261675 	noncoding 	-1.32793 	detail 	search 	search
TCONS_00184204 	noncoding 	-1.32792 	detail 	search 	search
TCONS_00080817 	noncoding 	-1.32782 	detail 	search 	search
TCONS_00027990 	noncoding 	-1.32778 	detail 	search 	search
TCONS_00261595 	noncoding 	-1.32767 	detail 	search 	search
TCONS_00288318 	noncoding 	-1.32763 	detail 	search 	search
TCONS_00288458 	noncoding 	-1.32751 	detail 	search 	search
TCONS_00232980 	noncoding 	-1.3275 	detail 	search 	search
TCONS_00299765 	noncoding 	-1.32696 	detail 	search 	search
TCONS_00039002 	noncoding 	-1.3268 	detail 	search 	search
TCONS_00220480 	noncoding 	-1.32665 	detail 	search 	search
TCONS_00183746 	noncoding 	-1.32658 	detail 	search 	search
TCONS_00183708 	noncoding 	-1.32638 	detail 	search 	search
TCONS_00220827 	noncoding 	-1.32634 	detail 	search 	search
TCONS_00261519 	noncoding 	-1.32629 	detail 	search 	search
TCONS_00184403 	noncoding 	-1.32623 	detail 	search 	search
TCONS_00261360 	noncoding 	-1.32583 	detail 	search 	search
TCONS_00276601 	noncoding 	-1.32583 	detail 	search 	search
TCONS_00080778 	noncoding 	-1.32575 	detail 	search 	search
TCONS_00299312 	noncoding 	-1.32569 	detail 	search 	search
TCONS_00184380 	noncoding 	-1.32558 	detail 	search 	search
TCONS_00136421 	noncoding 	-1.32541 	detail 	search 	search
TCONS_00184188 	noncoding 	-1.32536 	detail 	search 	search
TCONS_00288643 	noncoding 	-1.32523 	detail 	search 	search
TCONS_00309013 	noncoding 	-1.32506 	detail 	search 	search
TCONS_00220585 	noncoding 	-1.32494 	detail 	search 	search
TCONS_00288513 	noncoding 	-1.3241 	detail 	search 	search
TCONS_00247562 	noncoding 	-1.32406 	detail 	search 	search
TCONS_00080852 	noncoding 	-1.32392 	detail 	search 	search
TCONS_00039344 	noncoding 	-1.32378 	detail 	search 	search
TCONS_00183873 	noncoding 	-1.32352 	detail 	search 	search
TCONS_00233223 	noncoding 	-1.3235 	detail 	search 	search
TCONS_00224733 	noncoding 	-1.32349 	detail 	search 	search
TCONS_00261259 	noncoding 	-1.32349 	detail 	search 	search
TCONS_00299646 	noncoding 	-1.32346 	detail 	search 	search
TCONS_00161240 	noncoding 	-1.32345 	detail 	search 	search
TCONS_00220470 	noncoding 	-1.32322 	detail 	search 	search
TCONS_00161221 	noncoding 	-1.32304 	detail 	search 	search
TCONS_00247480 	noncoding 	-1.32274 	detail 	search 	search
TCONS_00233146 	noncoding 	-1.32269 	detail 	search 	search
TCONS_00247532 	noncoding 	-1.32263 	detail 	search 	search
TCONS_00184215 	noncoding 	-1.32256 	detail 	search 	search
TCONS_00075407 	noncoding 	-1.32253 	detail 	search 	search
TCONS_00183953 	noncoding 	-1.32252 	detail 	search 	search
TCONS_00233036 	noncoding 	-1.32178 	detail 	search 	search
TCONS_00309021 	noncoding 	-1.32167 	detail 	search 	search
TCONS_00276578 	noncoding 	-1.32164 	detail 	search 	search
TCONS_00220836 	noncoding 	-1.3214 	detail 	search 	search
TCONS_00027889 	noncoding 	-1.32129 	detail 	search 	search
TCONS_00183830 	noncoding 	-1.32105 	detail 	search 	search
TCONS_00247634 	noncoding 	-1.32072 	detail 	search 	search
TCONS_00080845 	noncoding 	-1.32069 	detail 	search 	search
TCONS_00288612 	noncoding 	-1.32065 	detail 	search 	search
TCONS_00039040 	noncoding 	-1.32058 	detail 	search 	search
TCONS_00231203 	noncoding 	-1.32014 	detail 	search 	search
TCONS_00247474 	noncoding 	-1.32009 	detail 	search 	search
TCONS_00220778 	noncoding 	-1.31979 	detail 	search 	search
TCONS_00299794 	noncoding 	-1.31979 	detail 	search 	search
TCONS_00233232 	noncoding 	-1.31971 	detail 	search 	search
TCONS_00183837 	noncoding 	-1.31967 	detail 	search 	search
TCONS_00183711 	noncoding 	-1.31928 	detail 	search 	search
TCONS_00142105 	noncoding 	-1.31927 	detail 	search 	search
TCONS_00220642 	noncoding 	-1.31926 	detail 	search 	search
TCONS_00261422 	noncoding 	-1.31924 	detail 	search 	search
TCONS_00261051 	noncoding 	-1.3192 	detail 	search 	search
TCONS_00288590 	noncoding 	-1.31908 	detail 	search 	search
TCONS_00142163 	noncoding 	-1.31904 	detail 	search 	search
TCONS_00309123 	noncoding 	-1.31877 	detail 	search 	search
TCONS_00142154 	noncoding 	-1.31815 	detail 	search 	search
TCONS_00193909 	noncoding 	-1.31799 	detail 	search 	search
TCONS_00184142 	noncoding 	-1.31756 	detail 	search 	search
TCONS_00075519 	noncoding 	-1.31755 	detail 	search 	search
TCONS_00299576 	noncoding 	-1.31744 	detail 	search 	search
TCONS_00075521 	noncoding 	-1.31695 	detail 	search 	search
TCONS_00027951 	noncoding 	-1.31676 	detail 	search 	search
TCONS_00183960 	noncoding 	-1.31668 	detail 	search 	search
TCONS_00288456 	noncoding 	-1.3166 	detail 	search 	search
TCONS_00219428 	noncoding 	-1.31638 	detail 	search 	search
TCONS_00220672 	noncoding 	-1.31619 	detail 	search 	search
TCONS_00103589 	noncoding 	-1.3161 	detail 	search 	search
TCONS_00092476 	noncoding 	-1.31609 	detail 	search 	search
TCONS_00220462 	noncoding 	-1.31601 	detail 	search 	search
TCONS_00027912 	noncoding 	-1.31592 	detail 	search 	search
TCONS_00075446 	noncoding 	-1.31589 	detail 	search 	search
TCONS_00261473 	noncoding 	-1.31558 	detail 	search 	search
TCONS_00184296 	noncoding 	-1.31549 	detail 	search 	search
TCONS_00220851 	noncoding 	-1.31544 	detail 	search 	search
TCONS_00027930 	noncoding 	-1.31489 	detail 	search 	search
TCONS_00247547 	noncoding 	-1.31489 	detail 	search 	search
TCONS_00075501 	noncoding 	-1.31472 	detail 	search 	search
TCONS_00057415 	noncoding 	-1.31462 	detail 	search 	search
TCONS_00288448 	noncoding 	-1.3145 	detail 	search 	search
TCONS_00136357 	noncoding 	-1.31432 	detail 	search 	search
TCONS_00057496 	noncoding 	-1.31413 	detail 	search 	search
TCONS_00039317 	noncoding 	-1.31407 	detail 	search 	search
TCONS_00288512 	noncoding 	-1.31403 	detail 	search 	search
TCONS_00183745 	noncoding 	-1.31394 	detail 	search 	search
TCONS_00299423 	noncoding 	-1.31349 	detail 	search 	search
TCONS_00299470 	noncoding 	-1.31335 	detail 	search 	search
TCONS_00028041 	noncoding 	-1.31314 	detail 	search 	search
TCONS_00220542 	noncoding 	-1.31305 	detail 	search 	search
TCONS_00247422 	noncoding 	-1.31296 	detail 	search 	search
TCONS_00276471 	noncoding 	-1.31287 	detail 	search 	search
TCONS_00220811 	noncoding 	-1.31263 	detail 	search 	search
TCONS_00299557 	noncoding 	-1.31256 	detail 	search 	search
TCONS_00184134 	noncoding 	-1.31245 	detail 	search 	search
TCONS_00220653 	noncoding 	-1.31218 	detail 	search 	search
TCONS_00299346 	noncoding 	-1.31197 	detail 	search 	search
TCONS_00261087 	noncoding 	-1.31193 	detail 	search 	search
TCONS_00184267 	noncoding 	-1.3118 	detail 	search 	search
TCONS_00224977 	noncoding 	-1.31175 	detail 	search 	search
TCONS_00247467 	noncoding 	-1.3115 	detail 	search 	search
TCONS_00233143 	noncoding 	-1.31149 	detail 	search 	search
TCONS_00261745 	noncoding 	-1.31114 	detail 	search 	search
TCONS_00117859 	noncoding 	-1.31087 	detail 	search 	search
TCONS_00136379 	noncoding 	-1.31062 	detail 	search 	search
TCONS_00027579 	noncoding 	-1.31058 	detail 	search 	search
TCONS_00191290 	noncoding 	-1.31041 	detail 	search 	search
TCONS_00247287 	noncoding 	-1.31039 	detail 	search 	search
TCONS_00117808 	noncoding 	-1.31033 	detail 	search 	search
TCONS_00027925 	noncoding 	-1.31011 	detail 	search 	search
TCONS_00039121 	noncoding 	-1.31008 	detail 	search 	search
TCONS_00220563 	noncoding 	-1.3099 	detail 	search 	search
TCONS_00103609 	noncoding 	-1.30982 	detail 	search 	search
TCONS_00220760 	noncoding 	-1.30977 	detail 	search 	search
TCONS_00261395 	noncoding 	-1.30965 	detail 	search 	search
TCONS_00027812 	noncoding 	-1.30957 	detail 	search 	search
TCONS_00184325 	noncoding 	-1.30956 	detail 	search 	search
TCONS_00309014 	noncoding 	-1.30952 	detail 	search 	search
TCONS_00117911 	noncoding 	-1.30946 	detail 	search 	search
TCONS_00299528 	noncoding 	-1.30928 	detail 	search 	search
