ID	C/NC	CODING_POTENTIAL_SCORE	EVIDENCE	UTR-DB_HITs	RNA-DB_HITs
TCONS_00110756 	noncoding 	-1.39781 	detail 	search 	search
TCONS_00318984 	noncoding 	-1.39719 	detail 	search 	search
TCONS_00086444 	noncoding 	-1.39527 	detail 	search 	search
TCONS_00061728 	noncoding 	-1.39518 	detail 	search 	search
TCONS_00030269 	noncoding 	-1.39425 	detail 	search 	search
TCONS_00302680 	noncoding 	-1.3932 	detail 	search 	search
TCONS_00029783 	noncoding 	-1.39221 	detail 	search 	search
TCONS_00319053 	noncoding 	-1.39145 	detail 	search 	search
TCONS_00145441 	noncoding 	-1.39129 	detail 	search 	search
TCONS_00329232 	noncoding 	-1.39089 	detail 	search 	search
TCONS_00029917 	noncoding 	-1.38986 	detail 	search 	search
TCONS_00248737 	noncoding 	-1.38985 	detail 	search 	search
TCONS_00196746 	noncoding 	-1.38911 	detail 	search 	search
TCONS_00294707 	noncoding 	-1.38887 	detail 	search 	search
TCONS_00196335 	noncoding 	-1.38809 	detail 	search 	search
TCONS_00294524 	noncoding 	-1.3877 	detail 	search 	search
TCONS_00086560 	noncoding 	-1.38756 	detail 	search 	search
TCONS_00080747 	noncoding 	-1.38706 	detail 	search 	search
TCONS_00196483 	noncoding 	-1.38683 	detail 	search 	search
TCONS_00278561 	noncoding 	-1.38592 	detail 	search 	search
TCONS_00030078 	noncoding 	-1.38589 	detail 	search 	search
TCONS_00204218 	noncoding 	-1.3855 	detail 	search 	search
TCONS_00145594 	noncoding 	-1.38547 	detail 	search 	search
TCONS_00204077 	noncoding 	-1.38477 	detail 	search 	search
TCONS_00061768 	noncoding 	-1.38454 	detail 	search 	search
TCONS_00235504 	noncoding 	-1.38442 	detail 	search 	search
TCONS_00196831 	noncoding 	-1.38422 	detail 	search 	search
TCONS_00208134 	noncoding 	-1.38413 	detail 	search 	search
TCONS_00235524 	noncoding 	-1.38367 	detail 	search 	search
TCONS_00041995 	noncoding 	-1.38345 	detail 	search 	search
TCONS_00030273 	noncoding 	-1.38332 	detail 	search 	search
TCONS_00080856 	noncoding 	-1.38297 	detail 	search 	search
TCONS_00248687 	noncoding 	-1.38242 	detail 	search 	search
TCONS_00263659 	noncoding 	-1.38182 	detail 	search 	search
TCONS_00307193 	noncoding 	-1.38154 	detail 	search 	search
TCONS_00080879 	noncoding 	-1.38127 	detail 	search 	search
TCONS_00307192 	noncoding 	-1.38127 	detail 	search 	search
TCONS_00278591 	noncoding 	-1.38092 	detail 	search 	search
TCONS_00196725 	noncoding 	-1.37904 	detail 	search 	search
TCONS_00294699 	noncoding 	-1.37901 	detail 	search 	search
TCONS_00318999 	noncoding 	-1.37854 	detail 	search 	search
TCONS_00318920 	noncoding 	-1.37786 	detail 	search 	search
TCONS_00172141 	noncoding 	-1.37742 	detail 	search 	search
TCONS_00248516 	noncoding 	-1.37698 	detail 	search 	search
TCONS_00042013 	noncoding 	-1.37594 	detail 	search 	search
TCONS_00278679 	noncoding 	-1.37536 	detail 	search 	search
TCONS_00196308 	noncoding 	-1.37422 	detail 	search 	search
TCONS_00125782 	noncoding 	-1.37387 	detail 	search 	search
TCONS_00319040 	noncoding 	-1.37364 	detail 	search 	search
TCONS_00030045 	noncoding 	-1.37331 	detail 	search 	search
TCONS_00246249 	noncoding 	-1.37329 	detail 	search 	search
TCONS_00294801 	noncoding 	-1.37281 	detail 	search 	search
TCONS_00080955 	noncoding 	-1.37175 	detail 	search 	search
TCONS_00196659 	noncoding 	-1.37161 	detail 	search 	search
TCONS_00030058 	noncoding 	-1.37152 	detail 	search 	search
TCONS_00098727 	noncoding 	-1.37147 	detail 	search 	search
TCONS_00110631 	noncoding 	-1.37103 	detail 	search 	search
TCONS_00029820 	noncoding 	-1.37098 	detail 	search 	search
TCONS_00029751 	noncoding 	-1.37057 	detail 	search 	search
TCONS_00086502 	noncoding 	-1.37052 	detail 	search 	search
TCONS_00042105 	noncoding 	-1.37045 	detail 	search 	search
TCONS_00145554 	noncoding 	-1.37039 	detail 	search 	search
TCONS_00235597 	noncoding 	-1.37005 	detail 	search 	search
TCONS_00151593 	noncoding 	-1.36979 	detail 	search 	search
TCONS_00196639 	noncoding 	-1.36917 	detail 	search 	search
TCONS_00029829 	noncoding 	-1.36904 	detail 	search 	search
TCONS_00196320 	noncoding 	-1.36856 	detail 	search 	search
TCONS_00319155 	noncoding 	-1.36793 	detail 	search 	search
TCONS_00275425 	noncoding 	-1.36781 	detail 	search 	search
TCONS_00329384 	noncoding 	-1.36725 	detail 	search 	search
TCONS_00235647 	noncoding 	-1.36713 	detail 	search 	search
TCONS_00029844 	noncoding 	-1.36712 	detail 	search 	search
TCONS_00278893 	noncoding 	-1.36704 	detail 	search 	search
TCONS_00029727 	noncoding 	-1.36533 	detail 	search 	search
TCONS_00208124 	noncoding 	-1.36455 	detail 	search 	search
TCONS_00196339 	noncoding 	-1.36438 	detail 	search 	search
TCONS_00278736 	noncoding 	-1.36436 	detail 	search 	search
TCONS_00248871 	noncoding 	-1.36432 	detail 	search 	search
TCONS_00196183 	noncoding 	-1.36431 	detail 	search 	search
TCONS_00294738 	noncoding 	-1.36421 	detail 	search 	search
TCONS_00125844 	noncoding 	-1.36407 	detail 	search 	search
TCONS_00080756 	noncoding 	-1.36398 	detail 	search 	search
TCONS_00278664 	noncoding 	-1.36389 	detail 	search 	search
TCONS_00208142 	noncoding 	-1.36359 	detail 	search 	search
TCONS_00151504 	noncoding 	-1.36348 	detail 	search 	search
TCONS_00263713 	noncoding 	-1.36342 	detail 	search 	search
TCONS_00029850 	noncoding 	-1.36321 	detail 	search 	search
TCONS_00263813 	noncoding 	-1.36296 	detail 	search 	search
TCONS_00172094 	noncoding 	-1.36263 	detail 	search 	search
TCONS_00196519 	noncoding 	-1.36252 	detail 	search 	search
TCONS_00329287 	noncoding 	-1.36223 	detail 	search 	search
TCONS_00307230 	noncoding 	-1.36219 	detail 	search 	search
TCONS_00248723 	noncoding 	-1.36149 	detail 	search 	search
TCONS_00196690 	noncoding 	-1.36137 	detail 	search 	search
TCONS_00294815 	noncoding 	-1.36108 	detail 	search 	search
TCONS_00235336 	noncoding 	-1.36054 	detail 	search 	search
TCONS_00235416 	noncoding 	-1.35942 	detail 	search 	search
TCONS_00080805 	noncoding 	-1.35927 	detail 	search 	search
TCONS_00235575 	noncoding 	-1.35926 	detail 	search 	search
TCONS_00110625 	noncoding 	-1.35914 	detail 	search 	search
TCONS_00196745 	noncoding 	-1.35882 	detail 	search 	search
TCONS_00030079 	noncoding 	-1.35872 	detail 	search 	search
TCONS_00196342 	noncoding 	-1.35819 	detail 	search 	search
TCONS_00248685 	noncoding 	-1.35814 	detail 	search 	search
TCONS_00307248 	noncoding 	-1.35802 	detail 	search 	search
TCONS_00196622 	noncoding 	-1.35801 	detail 	search 	search
TCONS_00061647 	noncoding 	-1.35793 	detail 	search 	search
TCONS_00294538 	noncoding 	-1.35787 	detail 	search 	search
TCONS_00263837 	noncoding 	-1.35694 	detail 	search 	search
TCONS_00307387 	noncoding 	-1.35686 	detail 	search 	search
TCONS_00248618 	noncoding 	-1.35684 	detail 	search 	search
TCONS_00272085 	noncoding 	-1.35664 	detail 	search 	search
TCONS_00319180 	noncoding 	-1.3554 	detail 	search 	search
TCONS_00329308 	noncoding 	-1.35511 	detail 	search 	search
TCONS_00029967 	noncoding 	-1.35501 	detail 	search 	search
TCONS_00029758 	noncoding 	-1.3548 	detail 	search 	search
TCONS_00098702 	noncoding 	-1.3547 	detail 	search 	search
TCONS_00080796 	noncoding 	-1.35414 	detail 	search 	search
TCONS_00263844 	noncoding 	-1.3524 	detail 	search 	search
TCONS_00204196 	noncoding 	-1.35219 	detail 	search 	search
TCONS_00294745 	noncoding 	-1.35217 	detail 	search 	search
TCONS_00329309 	noncoding 	-1.35209 	detail 	search 	search
TCONS_00263798 	noncoding 	-1.35164 	detail 	search 	search
TCONS_00294663 	noncoding 	-1.35049 	detail 	search 	search
TCONS_00268566 	noncoding 	-1.3503 	detail 	search 	search
TCONS_00196611 	noncoding 	-1.3502 	detail 	search 	search
TCONS_00278540 	noncoding 	-1.34998 	detail 	search 	search
TCONS_00329225 	noncoding 	-1.34979 	detail 	search 	search
TCONS_00294719 	noncoding 	-1.34962 	detail 	search 	search
TCONS_00307418 	noncoding 	-1.34905 	detail 	search 	search
TCONS_00307145 	noncoding 	-1.34902 	detail 	search 	search
TCONS_00151579 	noncoding 	-1.34871 	detail 	search 	search
TCONS_00246743 	noncoding 	-1.34833 	detail 	search 	search
TCONS_00294794 	noncoding 	-1.34824 	detail 	search 	search
TCONS_00080760 	noncoding 	-1.34807 	detail 	search 	search
TCONS_00264000 	noncoding 	-1.34768 	detail 	search 	search
TCONS_00235576 	noncoding 	-1.34741 	detail 	search 	search
TCONS_00235573 	noncoding 	-1.34714 	detail 	search 	search
TCONS_00196221 	noncoding 	-1.34671 	detail 	search 	search
TCONS_00278316 	noncoding 	-1.34647 	detail 	search 	search
TCONS_00196579 	noncoding 	-1.34617 	detail 	search 	search
TCONS_00318996 	noncoding 	-1.34588 	detail 	search 	search
TCONS_00294552 	noncoding 	-1.34585 	detail 	search 	search
TCONS_00248811 	noncoding 	-1.34512 	detail 	search 	search
TCONS_00061771 	noncoding 	-1.34433 	detail 	search 	search
TCONS_00098684 	noncoding 	-1.34428 	detail 	search 	search
TCONS_00061665 	noncoding 	-1.34395 	detail 	search 	search
TCONS_00329263 	noncoding 	-1.3437 	detail 	search 	search
TCONS_00196355 	noncoding 	-1.34347 	detail 	search 	search
TCONS_00278620 	noncoding 	-1.34328 	detail 	search 	search
TCONS_00080891 	noncoding 	-1.34311 	detail 	search 	search
TCONS_00307326 	noncoding 	-1.34274 	detail 	search 	search
TCONS_00307314 	noncoding 	-1.34235 	detail 	search 	search
TCONS_00294651 	noncoding 	-1.34155 	detail 	search 	search
TCONS_00196632 	noncoding 	-1.34151 	detail 	search 	search
TCONS_00278830 	noncoding 	-1.34147 	detail 	search 	search
TCONS_00204120 	noncoding 	-1.34122 	detail 	search 	search
TCONS_00041938 	noncoding 	-1.34121 	detail 	search 	search
TCONS_00318993 	noncoding 	-1.3407 	detail 	search 	search
TCONS_00030162 	noncoding 	-1.34058 	detail 	search 	search
TCONS_00082073 	noncoding 	-1.34051 	detail 	search 	search
TCONS_00294544 	noncoding 	-1.34011 	detail 	search 	search
TCONS_00110751 	noncoding 	-1.33995 	detail 	search 	search
TCONS_00294713 	noncoding 	-1.33973 	detail 	search 	search
TCONS_00196361 	noncoding 	-1.3396 	detail 	search 	search
TCONS_00235627 	noncoding 	-1.33957 	detail 	search 	search
TCONS_00329354 	noncoding 	-1.33957 	detail 	search 	search
TCONS_00319133 	noncoding 	-1.33949 	detail 	search 	search
TCONS_00080863 	noncoding 	-1.33936 	detail 	search 	search
TCONS_00263871 	noncoding 	-1.33919 	detail 	search 	search
TCONS_00278312 	noncoding 	-1.33911 	detail 	search 	search
TCONS_00196631 	noncoding 	-1.33895 	detail 	search 	search
TCONS_00086491 	noncoding 	-1.33863 	detail 	search 	search
TCONS_00318951 	noncoding 	-1.33854 	detail 	search 	search
TCONS_00110661 	noncoding 	-1.33832 	detail 	search 	search
TCONS_00248669 	noncoding 	-1.33832 	detail 	search 	search
TCONS_00278650 	noncoding 	-1.3383 	detail 	search 	search
TCONS_00307251 	noncoding 	-1.33827 	detail 	search 	search
TCONS_00329300 	noncoding 	-1.33767 	detail 	search 	search
TCONS_00196620 	noncoding 	-1.3376 	detail 	search 	search
TCONS_00318931 	noncoding 	-1.33739 	detail 	search 	search
TCONS_00232901 	noncoding 	-1.33733 	detail 	search 	search
TCONS_00263721 	noncoding 	-1.33701 	detail 	search 	search
TCONS_00196749 	noncoding 	-1.33683 	detail 	search 	search
TCONS_00204074 	noncoding 	-1.33675 	detail 	search 	search
TCONS_00042138 	noncoding 	-1.33673 	detail 	search 	search
TCONS_00030098 	noncoding 	-1.33666 	detail 	search 	search
TCONS_00030082 	noncoding 	-1.33635 	detail 	search 	search
TCONS_00263870 	noncoding 	-1.33623 	detail 	search 	search
TCONS_00235358 	noncoding 	-1.33617 	detail 	search 	search
TCONS_00294549 	noncoding 	-1.3361 	detail 	search 	search
TCONS_00278366 	noncoding 	-1.33594 	detail 	search 	search
TCONS_00098697 	noncoding 	-1.33582 	detail 	search 	search
TCONS_00042227 	noncoding 	-1.3357 	detail 	search 	search
TCONS_00030223 	noncoding 	-1.3355 	detail 	search 	search
TCONS_00278225 	noncoding 	-1.33527 	detail 	search 	search
TCONS_00196759 	noncoding 	-1.33522 	detail 	search 	search
TCONS_00235431 	noncoding 	-1.33521 	detail 	search 	search
TCONS_00098830 	noncoding 	-1.33515 	detail 	search 	search
TCONS_00264073 	noncoding 	-1.33501 	detail 	search 	search
TCONS_00263707 	noncoding 	-1.33491 	detail 	search 	search
TCONS_00263920 	noncoding 	-1.33461 	detail 	search 	search
TCONS_00248818 	noncoding 	-1.33402 	detail 	search 	search
TCONS_00080836 	noncoding 	-1.33401 	detail 	search 	search
TCONS_00329291 	noncoding 	-1.3339 	detail 	search 	search
TCONS_00235384 	noncoding 	-1.33374 	detail 	search 	search
TCONS_00145495 	noncoding 	-1.33372 	detail 	search 	search
TCONS_00196558 	noncoding 	-1.33362 	detail 	search 	search
TCONS_00196624 	noncoding 	-1.33353 	detail 	search 	search
TCONS_00294531 	noncoding 	-1.33282 	detail 	search 	search
TCONS_00329332 	noncoding 	-1.33259 	detail 	search 	search
TCONS_00294753 	noncoding 	-1.33242 	detail 	search 	search
TCONS_00042060 	noncoding 	-1.33209 	detail 	search 	search
TCONS_00196577 	noncoding 	-1.33198 	detail 	search 	search
TCONS_00042148 	noncoding 	-1.33184 	detail 	search 	search
TCONS_00278412 	noncoding 	-1.33172 	detail 	search 	search
TCONS_00204217 	noncoding 	-1.33163 	detail 	search 	search
TCONS_00248721 	noncoding 	-1.33152 	detail 	search 	search
TCONS_00196677 	noncoding 	-1.33151 	detail 	search 	search
TCONS_00235463 	noncoding 	-1.33135 	detail 	search 	search
TCONS_00263763 	noncoding 	-1.33117 	detail 	search 	search
TCONS_00319171 	noncoding 	-1.33115 	detail 	search 	search
TCONS_00329277 	noncoding 	-1.33041 	detail 	search 	search
TCONS_00029715 	noncoding 	-1.33031 	detail 	search 	search
TCONS_00278627 	noncoding 	-1.33025 	detail 	search 	search
TCONS_00204139 	noncoding 	-1.33009 	detail 	search 	search
TCONS_00196337 	noncoding 	-1.32998 	detail 	search 	search
TCONS_00294714 	noncoding 	-1.3299 	detail 	search 	search
TCONS_00278505 	noncoding 	-1.32983 	detail 	search 	search
TCONS_00235380 	noncoding 	-1.32966 	detail 	search 	search
TCONS_00098769 	noncoding 	-1.32903 	detail 	search 	search
TCONS_00041994 	noncoding 	-1.32896 	detail 	search 	search
TCONS_00196699 	noncoding 	-1.3284 	detail 	search 	search
TCONS_00319156 	noncoding 	-1.32836 	detail 	search 	search
TCONS_00278532 	noncoding 	-1.32834 	detail 	search 	search
TCONS_00196538 	noncoding 	-1.32829 	detail 	search 	search
TCONS_00080700 	noncoding 	-1.32825 	detail 	search 	search
TCONS_00294655 	noncoding 	-1.32819 	detail 	search 	search
TCONS_00278816 	noncoding 	-1.32793 	detail 	search 	search
TCONS_00196667 	noncoding 	-1.32792 	detail 	search 	search
TCONS_00217731 	noncoding 	-1.32792 	detail 	search 	search
TCONS_00086447 	noncoding 	-1.32782 	detail 	search 	search
TCONS_00232672 	noncoding 	-1.32777 	detail 	search 	search
TCONS_00307238 	noncoding 	-1.32751 	detail 	search 	search
TCONS_00041966 	noncoding 	-1.3268 	detail 	search 	search
TCONS_00029936 	noncoding 	-1.32667 	detail 	search 	search
TCONS_00235302 	noncoding 	-1.32665 	detail 	search 	search
TCONS_00196209 	noncoding 	-1.32658 	detail 	search 	search
TCONS_00196172 	noncoding 	-1.32638 	detail 	search 	search
TCONS_00278658 	noncoding 	-1.32629 	detail 	search 	search
TCONS_00329370 	noncoding 	-1.32617 	detail 	search 	search
TCONS_00329256 	noncoding 	-1.32616 	detail 	search 	search
TCONS_00248592 	noncoding 	-1.32582 	detail 	search 	search
TCONS_00086409 	noncoding 	-1.32575 	detail 	search 	search
TCONS_00318925 	noncoding 	-1.32569 	detail 	search 	search
TCONS_00319221 	noncoding 	-1.32542 	detail 	search 	search
TCONS_00196652 	noncoding 	-1.32536 	detail 	search 	search
TCONS_00329255 	noncoding 	-1.32506 	detail 	search 	search
TCONS_00235415 	noncoding 	-1.32494 	detail 	search 	search
TCONS_00278235 	noncoding 	-1.3248 	detail 	search 	search
TCONS_00151564 	noncoding 	-1.3246 	detail 	search 	search
TCONS_00125839 	noncoding 	-1.32458 	detail 	search 	search
TCONS_00172180 	noncoding 	-1.32431 	detail 	search 	search
TCONS_00278814 	noncoding 	-1.32424 	detail 	search 	search
TCONS_00307294 	noncoding 	-1.3241 	detail 	search 	search
TCONS_00263964 	noncoding 	-1.32406 	detail 	search 	search
TCONS_00239761 	noncoding 	-1.32389 	detail 	search 	search
TCONS_00196329 	noncoding 	-1.32352 	detail 	search 	search
TCONS_00248845 	noncoding 	-1.3235 	detail 	search 	search
TCONS_00278503 	noncoding 	-1.32341 	detail 	search 	search
TCONS_00125794 	noncoding 	-1.32323 	detail 	search 	search
TCONS_00278730 	noncoding 	-1.32305 	detail 	search 	search
TCONS_00172158 	noncoding 	-1.32304 	detail 	search 	search
TCONS_00030057 	noncoding 	-1.32275 	detail 	search 	search
TCONS_00196217 	noncoding 	-1.32275 	detail 	search 	search
TCONS_00263869 	noncoding 	-1.32274 	detail 	search 	search
TCONS_00248774 	noncoding 	-1.32269 	detail 	search 	search
TCONS_00263924 	noncoding 	-1.32263 	detail 	search 	search
TCONS_00080794 	noncoding 	-1.32253 	detail 	search 	search
TCONS_00196400 	noncoding 	-1.32252 	detail 	search 	search
TCONS_00248679 	noncoding 	-1.32226 	detail 	search 	search
TCONS_00248658 	noncoding 	-1.32178 	detail 	search 	search
TCONS_00196404 	noncoding 	-1.3217 	detail 	search 	search
TCONS_00294686 	noncoding 	-1.32164 	detail 	search 	search
TCONS_00235650 	noncoding 	-1.3214 	detail 	search 	search
TCONS_00204079 	noncoding 	-1.32121 	detail 	search 	search
TCONS_00086359 	noncoding 	-1.32119 	detail 	search 	search
TCONS_00196284 	noncoding 	-1.32105 	detail 	search 	search
TCONS_00086371 	noncoding 	-1.32066 	detail 	search 	search
TCONS_00080890 	noncoding 	-1.3202 	detail 	search 	search
TCONS_00263863 	noncoding 	-1.32009 	detail 	search 	search
TCONS_00235520 	noncoding 	-1.31982 	detail 	search 	search
TCONS_00235595 	noncoding 	-1.31979 	detail 	search 	search
TCONS_00248855 	noncoding 	-1.31971 	detail 	search 	search
TCONS_00196292 	noncoding 	-1.31967 	detail 	search 	search
TCONS_00278390 	noncoding 	-1.31951 	detail 	search 	search
TCONS_00204176 	noncoding 	-1.3195 	detail 	search 	search
TCONS_00208149 	noncoding 	-1.31936 	detail 	search 	search
TCONS_00196175 	noncoding 	-1.31928 	detail 	search 	search
TCONS_00151507 	noncoding 	-1.31927 	detail 	search 	search
TCONS_00235472 	noncoding 	-1.31926 	detail 	search 	search
TCONS_00278564 	noncoding 	-1.31924 	detail 	search 	search
TCONS_00278227 	noncoding 	-1.3192 	detail 	search 	search
TCONS_00030050 	noncoding 	-1.31919 	detail 	search 	search
TCONS_00307382 	noncoding 	-1.31908 	detail 	search 	search
TCONS_00151568 	noncoding 	-1.31904 	detail 	search 	search
TCONS_00319045 	noncoding 	-1.31878 	detail 	search 	search
TCONS_00248616 	noncoding 	-1.31877 	detail 	search 	search
TCONS_00319168 	noncoding 	-1.31844 	detail 	search 	search
TCONS_00235329 	noncoding 	-1.31832 	detail 	search 	search
TCONS_00042140 	noncoding 	-1.31819 	detail 	search 	search
TCONS_00248569 	noncoding 	-1.31813 	detail 	search 	search
TCONS_00196610 	noncoding 	-1.31756 	detail 	search 	search
TCONS_00196739 	noncoding 	-1.31732 	detail 	search 	search
TCONS_00030117 	noncoding 	-1.31676 	detail 	search 	search
TCONS_00307236 	noncoding 	-1.3166 	detail 	search 	search
TCONS_00235500 	noncoding 	-1.31619 	detail 	search 	search
TCONS_00098821 	noncoding 	-1.31609 	detail 	search 	search
TCONS_00030071 	noncoding 	-1.31592 	detail 	search 	search
TCONS_00278611 	noncoding 	-1.31558 	detail 	search 	search
TCONS_00196766 	noncoding 	-1.31549 	detail 	search 	search
TCONS_00080655 	noncoding 	-1.31532 	detail 	search 	search
TCONS_00030093 	noncoding 	-1.31489 	detail 	search 	search
TCONS_00125802 	noncoding 	-1.31473 	detail 	search 	search
TCONS_00080880 	noncoding 	-1.31472 	detail 	search 	search
TCONS_00061563 	noncoding 	-1.31462 	detail 	search 	search
TCONS_00307227 	noncoding 	-1.3145 	detail 	search 	search
TCONS_00042253 	noncoding 	-1.31407 	detail 	search 	search
TCONS_00022829 	noncoding 	-1.31405 	detail 	search 	search
TCONS_00307293 	noncoding 	-1.31403 	detail 	search 	search
TCONS_00196208 	noncoding 	-1.31394 	detail 	search 	search
TCONS_00329312 	noncoding 	-1.31384 	detail 	search 	search
TCONS_00086517 	noncoding 	-1.31366 	detail 	search 	search
TCONS_00319043 	noncoding 	-1.31349 	detail 	search 	search
TCONS_00319091 	noncoding 	-1.31335 	detail 	search 	search
TCONS_00196705 	noncoding 	-1.31332 	detail 	search 	search
TCONS_00319145 	noncoding 	-1.31322 	detail 	search 	search
TCONS_00235368 	noncoding 	-1.31305 	detail 	search 	search
TCONS_00240020 	noncoding 	-1.31303 	detail 	search 	search
TCONS_00263817 	noncoding 	-1.31296 	detail 	search 	search
TCONS_00294589 	noncoding 	-1.31287 	detail 	search 	search
TCONS_00235631 	noncoding 	-1.31263 	detail 	search 	search
TCONS_00319184 	noncoding 	-1.31246 	detail 	search 	search
TCONS_00196602 	noncoding 	-1.31245 	detail 	search 	search
TCONS_00263945 	noncoding 	-1.31239 	detail 	search 	search
TCONS_00235484 	noncoding 	-1.31218 	detail 	search 	search
TCONS_00318954 	noncoding 	-1.31197 	detail 	search 	search
TCONS_00278256 	noncoding 	-1.31193 	detail 	search 	search
TCONS_00248771 	noncoding 	-1.31149 	detail 	search 	search
TCONS_00278900 	noncoding 	-1.31114 	detail 	search 	search
TCONS_00204209 	noncoding 	-1.31041 	detail 	search 	search
TCONS_00125793 	noncoding 	-1.31033 	detail 	search 	search
TCONS_00042039 	noncoding 	-1.31026 	detail 	search 	search
TCONS_00030088 	noncoding 	-1.31011 	detail 	search 	search
TCONS_00110658 	noncoding 	-1.30982 	detail 	search 	search
TCONS_00235583 	noncoding 	-1.30977 	detail 	search 	search
TCONS_00196781 	noncoding 	-1.30973 	detail 	search 	search
TCONS_00029975 	noncoding 	-1.30957 	detail 	search 	search
TCONS_00196795 	noncoding 	-1.30956 	detail 	search 	search
TCONS_00042277 	noncoding 	-1.30942 	detail 	search 	search
TCONS_00172152 	noncoding 	-1.30906 	detail 	search 	search
TCONS_00235464 	noncoding 	-1.30901 	detail 	search 	search
TCONS_00235653 	noncoding 	-1.30862 	detail 	search 	search
TCONS_00061666 	noncoding 	-1.30837 	detail 	search 	search
TCONS_00196306 	noncoding 	-1.30835 	detail 	search 	search
TCONS_00041987 	noncoding 	-1.30821 	detail 	search 	search
TCONS_00248819 	noncoding 	-1.30818 	detail 	search 	search
TCONS_00278360 	noncoding 	-1.30815 	detail 	search 	search
TCONS_00086488 	noncoding 	-1.30809 	detail 	search 	search
TCONS_00319089 	noncoding 	-1.30788 	detail 	search 	search
TCONS_00278713 	noncoding 	-1.30762 	detail 	search 	search
TCONS_00235405 	noncoding 	-1.30759 	detail 	search 	search
TCONS_00080764 	noncoding 	-1.30758 	detail 	search 	search
TCONS_00196168 	noncoding 	-1.30742 	detail 	search 	search
TCONS_00204167 	noncoding 	-1.30742 	detail 	search 	search
TCONS_00080683 	noncoding 	-1.30722 	detail 	search 	search
TCONS_00248540 	noncoding 	-1.30717 	detail 	search 	search
TCONS_00196282 	noncoding 	-1.30715 	detail 	search 	search
TCONS_00235446 	noncoding 	-1.30708 	detail 	search 	search
TCONS_00196607 	noncoding 	-1.30707 	detail 	search 	search
TCONS_00234208 	noncoding 	-1.30693 	detail 	search 	search
TCONS_00196334 	noncoding 	-1.30676 	detail 	search 	search
TCONS_00307258 	noncoding 	-1.30621 	detail 	search 	search
